km_driven,mileage,engine,max_power,age,make,Individual,Vehical_type,fuel_type,seat
49000,20.85,1197.0,83.14,7.0,MARUTI,0,1,4,5
52000,24.3,1248.0,88.5,7.0,MARUTI,1,1,1,5
4000,17.0,1956.0,138.1,4.0,TATA,0,1,1,5
57500,26.0,1498.0,98.6,9.0,HONDA,0,1,1,5
40000,25.32,1198.0,77.0,7.0,MAHINDRA,0,1,1,7
40000,19.0,1194.0,94.68,5.0,FORD,1,1,4,5
52000,28.09,1248.0,88.5,7.0,MARUTI,0,1,1,5
65000,17.8,1497.0,117.3,8.0,HONDA,0,1,4,5
128880,17.92,1086.0,62.1,15.0,HYUNDAI,0,1,4,5
64576,21.5,1498.0,108.5,8.0,VOLKSWAGEN,0,0,1,5
13315,19.01,1462.0,103.26,5.0,MARUTI,0,1,4,7
90000,13.5,2987.0,282.0,9.0,MERCEDES-BENZ,0,0,1,5
24500,17.05,1476.3274007038713,5.0,9.0,BMW,0,0,1,5
58000,20.54,1598.0,103.6,11.0,VOLKSWAGEN,0,1,1,5
57000,17.8,1497.0,117.3,9.0,HONDA,0,1,4,5
5863,23.95,998.0,67.05,4.0,MARUTI,0,1,4,5
59000,18.5,1197.0,85.8,12.0,MARUTI,0,1,4,5
82000,12.3,1781.0,163.2,13.0,AUDI,0,0,4,5
36000,20.34,1498.0,103.2,10.0,VOLKSWAGEN,0,1,1,5
70000,19.81,1086.0,68.05,12.0,HYUNDAI,0,1,4,5
51500,24.52,1248.0,88.5,7.0,MARUTI,0,1,1,7
51916,32.52,998.0,58.33,10.0,MARUTI,0,1,4,5
50000,25.8,1498.0,98.6,10.0,HONDA,0,1,1,5
45000,15.97,2993.0,258.0,5.0,BMW,0,0,1,5
56000,17.9,2143.0,136.0,8.0,MERCEDES-BENZ,0,0,1,5
42000,18.5,1197.0,85.8,7.0,MARUTI,0,1,4,5
55000,20.14,1197.0,81.86,7.0,HYUNDAI,0,1,4,5
79000,13.0,2143.0,201.1,10.0,MERCEDES-BENZ,0,0,1,5
110000,19.3,1248.0,73.9,12.0,MARUTI,1,1,1,5
90000,28.4,1248.0,74.0,8.0,MARUTI,0,1,1,5
187000,12.8,2494.0,102.0,12.0,TOYOTA,1,1,1,7
49570,26.21,1248.0,88.5,8.0,MARUTI,0,1,1,5
53000,16.1,1298.0,88.2,12.0,MARUTI,0,1,4,5
75000,19.81,1086.0,68.05,11.0,HYUNDAI,0,1,4,5
10782,19.19,1995.0,187.74,5.0,MINI,0,0,1,5
85000,10.9,2499.0,143.0,11.0,FORD,0,1,1,7
51000,21.21,1498.0,103.2,8.0,VOLKSWAGEN,0,0,1,5
85000,12.8,2953.0,156.0,11.0,FORD,0,0,1,7
56000,25.44,936.0,57.6,10.0,CHEVROLET,0,1,1,5
47000,22.7,1498.0,89.84,10.0,FORD,0,1,1,5
104000,23.59,1364.0,67.04,7.0,TOYOTA,0,1,1,5
52000,20.51,998.0,67.04,7.0,MARUTI,0,1,4,5
90000,19.01,1461.0,108.45,10.0,RENAULT,1,1,1,5
19000,21.4,1197.0,83.1,7.0,MARUTI,0,0,4,5
48000,19.12,1373.0,91.1,8.0,MARUTI,0,0,4,5
35000,18.49,1493.0,100.0,6.0,MAHINDRA,0,1,1,7
70000,11.9,1595.0,120.7,8.0,MERCEDES-BENZ,1,0,4,5
27000,19.34,1198.0,75.94,7.0,NISSAN,0,0,4,5
54000,22.07,1199.0,73.9,11.0,VOLKSWAGEN,0,1,1,5
84475,22.54,1396.0,88.73,8.0,HYUNDAI,0,1,1,5
24000,16.07,1995.0,181.0,12.0,BMW,0,0,1,5
29914,18.6,1197.0,81.83,6.0,HYUNDAI,0,1,4,5
58000,18.6,1197.0,85.8,9.0,MARUTI,0,1,4,5
14000,22.37,2487.0,214.56,4.0,LEXUS,0,0,4,5
44000,21.01,1197.0,81.8,7.0,MARUTI,0,1,4,5
71000,23.4,1248.0,74.0,9.0,MARUTI,0,1,1,5
72000,22.32,1582.0,126.32,9.0,HYUNDAI,0,1,1,5
70000,17.0,1086.0,5.0,14.0,HYUNDAI,1,1,4,5
53000,17.21,1197.0,103.5,7.0,VOLKSWAGEN,0,0,4,5
57000,26.2,998.0,58.2,12.0,MARUTI,0,1,4,5
83703,22.07,1199.0,73.9,10.0,VOLKSWAGEN,0,1,1,5
46002,14.67,1798.0,177.46,7.0,SKODA,0,0,4,5
66000,21.1,814.0,55.2,8.0,HYUNDAI,0,1,4,5
65000,16.2,1199.0,74.0,12.0,VOLKSWAGEN,0,1,4,5
70255,16.1,1197.0,85.0,12.0,MARUTI,0,1,4,5
67000,25.44,936.0,56.3,10.0,CHEVROLET,0,1,1,5
69000,17.5,1298.0,85.8,14.0,MARUTI,0,1,4,5
72000,19.1,1197.0,85.8,13.0,MARUTI,0,1,4,5
13000,10.2,2354.0,180.0,14.0,HONDA,0,0,4,5
45500,18.53,1968.0,187.74,11.0,AUDI,0,0,1,5
28777,26.59,1248.0,74.0,8.0,MARUTI,0,1,1,5
57000,17.0,1497.0,121.36,7.0,FORD,0,1,4,5
40000,22.74,796.0,47.3,7.0,MARUTI,0,1,4,5
9500,19.23,2987.0,270.88,7.0,MASERATI,0,0,1,5
56000,22.0,1197.0,81.8,5.0,MARUTI,0,1,4,5
55000,22.27,1498.0,108.6,9.0,VOLKSWAGEN,0,1,1,5
10000,17.4,1497.0,117.6,4.0,HONDA,0,0,4,5
55000,19.71,2143.0,201.15,6.0,MERCEDES-BENZ,0,0,1,5
75828,21.43,1364.0,87.2,13.0,TOYOTA,0,1,1,5
44000,15.4,1997.0,120.0,7.0,MAHINDRA,1,1,1,7
98000,20.0,1399.0,68.0,11.0,FORD,1,1,1,5
85000,18.48,17.0,5.0,12.0,BMW,0,0,1,5
63000,24.2,1498.0,93.87,6.0,MARUTI,0,1,1,7
8000,18.6,1197.0,81.83,5.0,HYUNDAI,0,1,4,5
50000,24.2,1498.0,93.87,10.0,MARUTI,0,1,1,7
160180,19.4,1198.0,86.8,11.0,HONDA,0,1,4,5
18000,24.3,1248.0,88.5,6.0,MARUTI,0,1,1,5
70000,22.54,1396.0,88.73,8.0,HYUNDAI,1,1,1,5
70000,24.52,1248.0,88.5,6.0,MARUTI,0,1,1,7
69000,22.32,1582.0,126.32,10.0,HYUNDAI,0,1,1,5
65000,13.68,2393.0,147.8,6.0,TOYOTA,0,1,1,7
70200,12.05,2179.0,120.0,9.0,MAHINDRA,0,1,1,7
54200,16.78,1496.0,88.73,12.0,TOYOTA,0,1,4,5
38000,17.8,1198.0,86.7,5.0,HONDA,0,1,4,5
78300,16.1,1197.0,85.0,13.0,MARUTI,0,1,4,5
79000,23.08,1461.0,63.1,10.0,NISSAN,1,1,1,5
55200,18.0,1198.0,86.7,9.0,HONDA,0,1,4,5
70000,22.32,1582.0,126.32,9.0,HYUNDAI,0,1,1,5
32000,17.8,1198.0,86.7,6.0,HONDA,0,1,4,5
65101,20.54,1598.0,103.6,12.0,VOLKSWAGEN,0,1,1,5
44000,24.3,1248.0,88.5,5.0,MARUTI,0,1,1,5
65000,21.64,1461.0,84.8,11.0,NISSAN,0,1,1,5
36936,19.81,1086.0,68.05,8.0,HYUNDAI,0,1,4,5
58000,21.4,1197.0,83.1,7.0,MARUTI,0,1,4,5
45000,17.4,1197.0,85.8,11.0,MARUTI,0,0,4,5
83000,15.4,1997.0,120.0,8.0,MAHINDRA,0,1,1,7
12480,18.9,1197.0,81.86,4.0,HYUNDAI,0,1,4,5
79806,20.85,1197.0,83.14,8.0,MARUTI,0,1,4,5
71255,19.01,1461.0,108.5,6.0,NISSAN,0,1,1,5
45000,16.36,2179.0,140.0,4.0,MAHINDRA,0,1,1,7
89000,13.01,2199.0,194.3,9.0,HYUNDAI,0,0,1,7
6399,19.5,1199.0,88.76,4.0,HONDA,0,1,4,5
36000,16.09,1995.0,184.0,10.0,BMW,0,0,1,5
56000,17.3,1497.0,117.3,9.0,HONDA,0,1,4,7
78800,22.07,1199.0,73.9,12.0,VOLKSWAGEN,0,1,1,5
58000,15.5,1198.0,86.7,9.0,HONDA,0,0,4,5
62000,22.7,1498.0,89.84,9.0,FORD,0,1,1,5
54000,19.67,1582.0,126.2,7.0,HYUNDAI,0,1,1,5
25000,23.95,998.0,67.05,5.0,MARUTI,1,1,4,5
27000,17.8,1198.0,86.7,5.0,HONDA,0,1,4,5
40000,14.84,2143.0,170.0,5.0,MERCEDES-BENZ,0,0,1,5
65000,20.36,1197.0,78.9,11.0,HYUNDAI,0,1,4,5
58000,17.0,1197.0,80.0,12.0,HYUNDAI,0,1,4,5
90000,18.9,998.0,67.1,17.0,MARUTI,1,1,4,5
45514,18.0,995.0,62.0,14.0,CHEVROLET,0,1,4,5
17205,16.47,1198.0,74.0,9.0,VOLKSWAGEN,0,1,4,5
14217,25.1,1248.0,88.5,5.0,MARUTI,0,1,1,5
72000,28.4,1248.0,74.02,5.0,MARUTI,0,1,1,5
61000,24.3,1248.0,88.5,7.0,MARUTI,0,1,1,5
70000,19.01,1461.0,108.5,9.0,NISSAN,0,1,1,5
71000,20.51,998.0,67.04,15.0,MARUTI,0,1,4,5
58000,21.43,1364.0,87.2,10.0,TOYOTA,0,1,1,5
70000,21.79,998.0,67.05,15.0,MARUTI,0,1,4,5
23000,22.48,1995.0,187.74,5.0,BMW,0,0,1,5
20000,18.9,1197.0,82.0,7.0,HYUNDAI,1,1,4,5
85000,13.0,2982.0,168.5,9.0,TOYOTA,1,1,1,7
41000,18.9,1197.0,82.0,9.0,HYUNDAI,0,1,4,5
49137,15.3,2956.0,83.8,6.0,TATA,0,1,1,7
62000,19.4,1198.0,86.8,12.0,HONDA,0,1,4,5
35000,14.19,1498.0,104.5,6.0,RENAULT,1,1,4,5
62000,17.0,1497.0,118.0,12.0,HONDA,0,1,4,5
4900,17.0,1591.0,121.3,4.0,HYUNDAI,0,1,4,5
55200,13.14,1798.0,157.8,11.0,SKODA,0,1,4,5
65000,18.5,1197.0,85.8,12.0,MARUTI,0,1,4,5
28000,25.1,1248.0,88.5,5.0,MARUTI,0,1,1,5
48000,24.0,1120.0,70.0,6.0,HYUNDAI,0,1,1,5
38060,17.21,1197.0,103.5,7.0,VOLKSWAGEN,0,0,4,5
102000,12.55,2982.0,168.5,11.0,TOYOTA,0,1,1,7
65000,19.81,1086.0,68.05,13.0,HYUNDAI,0,1,4,5
11500,21.1,1197.0,85.8,8.0,MARUTI,0,1,4,5
25864,22.74,796.0,47.3,8.0,MARUTI,0,1,4,5
94892,22.32,1582.0,126.3,11.0,HYUNDAI,0,1,1,5
140000,12.8,2494.0,102.0,8.0,TOYOTA,0,1,1,7
15000,14.8,1497.0,121.36,6.0,FORD,1,0,4,5
53000,18.0,1497.0,117.3,7.0,HONDA,0,0,4,5
9929,17.0,1497.0,121.36,5.0,FORD,0,1,4,5
120000,19.3,1968.0,141.0,7.0,SKODA,1,0,1,5
59830,19.4,1198.0,86.8,11.0,HONDA,0,1,4,5
49000,14.53,1798.0,138.1,14.0,TOYOTA,0,1,4,5
2000,22.48,1995.0,187.74,2.0,BMW,0,0,1,5
215000,21.64,1461.0,84.8,11.0,NISSAN,1,1,1,5
58000,19.4,1198.0,86.8,11.0,HONDA,0,1,4,5
48000,12.05,1995.0,154.0,13.0,BMW,0,0,4,5
81566,23.2,1248.0,73.94,10.0,MARUTI,1,1,1,5
60000,18.7,1199.0,88.7,8.0,HONDA,0,1,4,5
75000,17.0,1197.0,80.0,12.0,HYUNDAI,0,1,4,5
31851,25.17,799.0,53.3,6.0,RENAULT,0,1,4,5
54000,20.65,1248.0,88.7,9.0,TATA,0,1,1,5
35000,16.0,2179.0,140.0,7.0,MAHINDRA,1,1,1,7
62000,19.01,1461.0,108.45,9.0,RENAULT,0,1,1,5
65000,16.46,2993.0,258.0,9.0,BMW,0,0,1,5
67500,13.68,2393.0,147.51,6.0,TOYOTA,0,1,1,7
18000,11.72,1984.0,207.0,6.0,AUDI,0,0,4,5
108000,21.9,1396.0,90.0,11.0,HYUNDAI,1,1,1,5
22779,25.17,799.0,53.3,7.0,RENAULT,0,1,4,5
30000,15.8,1591.0,121.3,7.0,HYUNDAI,0,1,4,5
77000,21.38,1396.0,88.7,8.0,HYUNDAI,0,1,1,5
80000,22.7,1598.0,118.0,8.0,MARUTI,1,1,1,5
56302,24.0,1186.0,73.97,6.0,HYUNDAI,0,1,1,5
25000,24.7,796.0,47.3,4.0,MARUTI,1,1,4,5
315000,18.9,1061.0,67.0,13.0,MARUTI,1,1,4,5
72000,20.36,1197.0,78.9,11.0,HYUNDAI,0,1,4,5
20000,22.3,799.0,53.26,6.0,RENAULT,0,1,4,5
80000,23.91,1798.0,97.8,11.0,TOYOTA,0,0,4,5
81000,17.92,1086.0,62.1,15.0,HYUNDAI,1,1,4,5
82110,20.36,1197.0,78.9,12.0,HYUNDAI,0,1,4,5
67000,17.1,1591.0,121.4,10.0,HYUNDAI,0,0,4,5
42000,11.45,2776.0,197.2,6.0,CHEVROLET,0,0,1,7
38300,24.3,1248.0,88.5,5.0,MARUTI,0,1,1,5
13229,18.9,1197.0,82.0,7.0,HYUNDAI,0,1,4,5
32000,17.4,1497.0,117.6,8.0,HONDA,0,1,4,5
80000,21.9,1396.0,88.76,9.0,HYUNDAI,1,1,1,5
68000,18.5,1197.0,80.0,13.0,HYUNDAI,1,1,4,5
56660,23.95,998.0,67.05,8.0,MARUTI,0,1,4,5
46000,24.0,1120.0,70.0,8.0,HYUNDAI,0,1,1,5
4000,22.0,1197.0,81.8,5.0,MARUTI,1,1,4,5
76000,17.21,1493.0,100.0,9.0,MAHINDRA,0,1,1,7
54000,23.0,1498.0,98.96,6.0,FORD,0,1,1,5
19800,22.1,1396.0,88.7,5.0,HYUNDAI,1,1,1,5
55000,22.27,1498.0,108.6,9.0,VOLKSWAGEN,0,1,1,5
55000,17.0,1497.0,118.0,6.0,HONDA,0,1,4,5
38640,15.1,1196.0,73.0,7.0,MARUTI,0,1,4,5
28000,18.6,1197.0,81.83,4.0,HYUNDAI,0,1,4,5
80000,19.16,2494.0,157.7,7.0,TOYOTA,0,0,4,5
8000,25.17,799.0,53.3,5.0,RENAULT,0,1,4,5
50001,10.13,3498.0,364.9,13.0,MERCEDES-BENZ,0,0,4,5
60000,15.0,1586.0,104.68,16.0,MARUTI,1,1,4,5
55000,17.84,1395.0,147.51,7.0,AUDI,0,0,4,5
84000,18.48,17.0,5.0,12.0,BMW,0,0,1,5
54495,20.14,1498.0,88.0,5.0,VOLKSWAGEN,0,1,1,5
30000,14.74,2993.0,270.9,11.0,JAGUAR,0,0,1,5
66000,19.01,1461.0,108.45,11.0,RENAULT,1,1,1,5
105000,11.72,2199.0,194.3,11.0,HYUNDAI,0,0,1,7
60000,18.6,1199.0,79.4,13.0,CHEVROLET,1,1,4,5
16315,21.4,1197.0,83.1,5.0,MARUTI,0,1,4,5
9000,21.21,1197.0,81.8,3.0,MARUTI,1,1,4,5
76000,10.2,2354.0,180.0,11.0,HONDA,0,1,4,5
57000,19.01,1461.0,108.5,9.0,NISSAN,0,1,1,5
35000,11.25,2694.0,163.7,7.0,TOYOTA,0,1,4,7
20000,14.28,1998.0,254.7,5.0,BMW,0,0,4,2
102000,20.73,1373.0,91.1,8.0,MARUTI,1,1,4,5
10000,23.7,1396.0,88.7,3.0,HYUNDAI,0,1,1,5
83000,17.5,1298.0,85.8,12.0,MARUTI,1,1,4,5
65000,13.0,2987.0,261.5,8.0,MERCEDES-BENZ,0,0,1,5
41666,15.63,1499.0,110.4,7.0,FORD,0,0,4,5
46138,20.4,1197.0,81.8,8.0,MARUTI,0,1,4,5
55000,21.94,1196.0,61.7,7.0,MARUTI,1,1,4,5
36725,21.21,1197.0,81.8,5.0,MARUTI,0,0,4,5
65555,16.78,1496.0,88.73,12.0,TOYOTA,0,1,4,5
50000,25.5,1498.0,98.6,6.0,HONDA,0,1,1,5
9000,17.2,1969.0,235.0,3.0,VOLVO,0,0,1,7
45000,12.9,2755.0,174.5,6.0,TOYOTA,0,0,1,7
58000,25.47,1248.0,88.5,7.0,MARUTI,0,1,1,7
46931,21.01,1197.0,81.8,6.0,MARUTI,0,1,4,5
30000,22.54,1396.0,88.73,7.0,HYUNDAI,1,1,1,5
62000,22.71,1461.0,84.8,10.0,NISSAN,0,1,1,5
15000,16.8,1497.0,116.3,6.0,HONDA,0,1,4,5
34156,16.47,1198.0,74.0,8.0,VOLKSWAGEN,0,1,4,5
49454,18.5,1198.0,86.8,11.0,HONDA,0,1,4,5
70000,26.0,1498.0,98.6,9.0,HONDA,0,1,1,5
18800,20.4,1197.0,83.11,4.0,MARUTI,0,1,4,5
49000,28.09,1248.0,88.5,8.0,MARUTI,0,1,1,5
16000,17.21,1493.0,100.0,9.0,MAHINDRA,0,1,1,7
35000,15.4,1497.0,117.3,7.0,HONDA,0,1,4,7
42000,18.3,1197.0,5.0,12.0,TOYOTA,0,1,4,5
62000,22.7,1598.0,118.0,8.0,MARUTI,0,1,1,5
75000,20.54,1598.0,103.6,10.0,VOLKSWAGEN,0,1,1,5
56000,17.4,1497.0,117.3,9.0,HONDA,0,1,4,5
18000,18.0,2993.0,255.0,5.0,LAND,0,0,1,7
23000,23.84,1199.0,84.0,4.0,TATA,0,1,4,5
76000,20.0,2143.0,107.3,10.0,MERCEDES-BENZ,0,0,1,5
20000,19.56,1197.0,81.8,6.0,MARUTI,0,0,4,5
120000,24.3,1248.0,88.5,7.0,MARUTI,1,1,1,5
53000,26.2,998.0,58.2,8.0,MARUTI,0,1,4,5
112000,23.4,1248.0,74.0,10.0,MARUTI,1,1,1,5
19567,19.34,1198.0,75.94,6.0,NISSAN,0,0,4,5
80000,15.73,1968.0,174.33,10.0,AUDI,0,0,1,5
43493,15.6,1196.0,70.0,12.0,FORD,0,1,4,5
6577,14.74,1991.0,181.03,5.0,MERCEDES-BENZ,0,0,4,5
6905,19.0,1199.0,88.76,5.0,HONDA,0,0,4,5
24513,21.63,998.0,67.04,6.0,MARUTI,0,1,4,5
76508,20.4,1197.0,83.11,7.0,MARUTI,0,1,4,5
28500,22.32,1582.0,126.3,6.0,HYUNDAI,0,1,1,5
77000,17.0,1497.0,118.0,14.0,HONDA,0,1,4,5
125000,12.3,1796.0,185.0,10.0,MERCEDES-BENZ,0,0,4,5
18000,18.1,1199.0,88.7,5.0,HONDA,0,0,4,5
23853,21.79,998.0,67.05,8.0,MARUTI,0,0,4,5
78000,22.32,1582.0,126.3,10.0,HYUNDAI,0,1,1,5
79000,17.5,1199.0,88.7,6.0,HONDA,0,1,4,5
156000,25.0,1396.0,69.0,8.0,TATA,1,1,1,5
37323,17.0,1497.0,118.0,11.0,HONDA,0,1,4,5
22000,23.01,999.0,67.0,6.0,RENAULT,0,1,4,5
95000,28.4,1248.0,74.0,6.0,MARUTI,0,1,1,5
39000,21.1,814.0,55.2,9.0,HYUNDAI,1,1,4,5
80000,15.3,1596.0,101.0,17.0,FORD,1,1,4,5
70000,22.74,796.0,47.3,9.0,MARUTI,1,1,4,5
203125,15.37,1196.0,73.0,7.0,MARUTI,1,1,4,5
24603,20.73,1373.0,91.1,7.0,MARUTI,0,1,4,5
59000,24.2,1498.0,98.6,9.0,HONDA,0,1,1,7
36000,16.1,796.0,37.0,10.0,MARUTI,1,1,4,2
80000,18.88,1995.0,184.0,10.0,BMW,0,0,1,5
75000,25.47,1248.0,88.5,5.0,MARUTI,0,1,1,7
64198,21.9,1396.0,90.0,11.0,HYUNDAI,0,1,1,5
57342,15.6,1196.0,70.0,12.0,FORD,0,1,4,5
15000,20.51,998.0,67.04,5.0,MARUTI,1,1,4,5
60000,17.19,1197.0,81.86,7.0,HYUNDAI,1,1,4,5
60000,16.02,1373.0,93.7,9.0,MARUTI,1,1,4,7
42000,25.8,1498.0,98.6,10.0,HONDA,0,1,1,5
57226,23.1,998.0,67.04,8.0,MARUTI,0,0,4,5
50000,24.7,796.0,47.3,7.0,MARUTI,1,1,4,5
17843,17.1,1199.0,88.51,5.0,HONDA,0,0,4,5
61000,15.04,1598.0,103.2,8.0,VOLKSWAGEN,0,1,4,5
40000,21.4,1197.0,83.1,5.0,MARUTI,1,1,4,5
38343,18.9,1197.0,81.86,6.0,HYUNDAI,0,1,4,5
56494,24.0,1120.0,70.0,9.0,HYUNDAI,0,1,1,5
120000,22.95,1248.0,74.0,5.0,TATA,1,1,1,5
46000,20.45,1461.0,83.8,9.0,NISSAN,0,1,1,5
32545,20.36,1197.0,78.9,10.0,HYUNDAI,0,1,4,5
26718,24.7,1498.0,98.63,5.0,HONDA,0,1,1,5
60000,16.95,1498.0,97.7,10.0,NISSAN,1,1,4,5
80000,21.1,814.0,55.2,10.0,HYUNDAI,1,1,4,5
72046,23.08,1461.0,63.1,11.0,RENAULT,0,1,1,5
17750,16.0,2179.0,140.0,5.0,MAHINDRA,0,0,1,7
20000,17.4,1497.0,117.6,5.0,HONDA,0,1,4,5
15000,22.77,1498.0,98.59,8.0,FORD,1,1,1,5
75842,22.32,1582.0,126.32,10.0,HYUNDAI,0,0,1,5
61950,19.4,1198.0,86.8,10.0,HONDA,0,1,4,5
70000,23.1,998.0,67.04,7.0,MARUTI,1,1,4,5
60200,21.94,1196.0,61.7,8.0,MARUTI,0,1,4,5
13000,24.3,1248.0,88.5,4.0,MARUTI,0,1,1,5
90000,20.77,1248.0,88.76,10.0,MARUTI,1,1,1,7
70000,15.37,1196.0,73.0,4.0,MARUTI,1,1,4,5
41000,21.1,1197.0,85.8,13.0,MARUTI,0,1,4,5
34000,24.52,1248.0,88.5,6.0,MARUTI,0,1,1,7
10000,23.01,999.0,67.0,4.0,RENAULT,1,1,4,5
53247,22.8,1373.0,80.9,9.0,MARUTI,0,1,4,7
10000,20.14,1197.0,81.86,5.0,HYUNDAI,1,1,4,5
55000,23.2,1248.0,73.94,8.0,MARUTI,0,1,1,5
60000,17.5,1396.0,70.0,16.0,TATA,1,1,1,5
37000,17.4,1497.0,117.3,8.0,HONDA,0,1,4,5
50000,16.8,796.0,34.2,10.0,MARUTI,1,1,4,7
114000,24.3,1248.0,88.5,6.0,MARUTI,0,1,1,5
61034,20.77,1248.0,88.8,10.0,MARUTI,0,1,1,7
69000,19.62,1998.0,190.0,11.0,BMW,0,0,1,5
54000,17.92,1086.0,62.1,15.0,HYUNDAI,0,1,4,5
24381,18.5,1197.0,83.14,5.0,MARUTI,0,0,4,5
68000,16.0,2179.0,140.0,5.0,MAHINDRA,0,1,1,7
92500,25.8,1498.0,98.6,9.0,HONDA,1,1,1,5
19000,18.5,1198.0,86.8,8.0,HONDA,0,1,4,5
41000,21.5,1497.0,108.5,6.0,TATA,0,1,1,5
52000,12.5,1991.0,147.9,13.0,CHEVROLET,0,0,1,7
820000,17.21,1197.0,103.5,7.0,VOLKSWAGEN,0,0,4,5
69000,22.3,1248.0,74.0,14.0,TATA,0,1,1,5
40000,15.04,1598.0,103.2,8.0,VOLKSWAGEN,1,1,4,5
120000,22.9,1248.0,74.0,12.0,MARUTI,1,1,1,5
32000,18.6,1197.0,81.83,8.0,HYUNDAI,0,1,4,5
70000,17.4,1497.0,117.6,6.0,HONDA,0,1,4,5
30000,17.5,1199.0,88.7,4.0,HONDA,1,1,4,5
67000,21.1,1248.0,73.9,11.0,MARUTI,0,1,1,5
54000,18.9,1197.0,81.86,8.0,HYUNDAI,0,1,4,5
56000,12.9,2755.0,174.5,6.0,TOYOTA,0,0,1,7
111000,11.57,2987.0,254.79,7.0,MERCEDES-BENZ,0,0,1,5
95000,13.2,1995.0,170.0,13.0,BMW,0,0,1,5
26000,21.4,1197.0,83.1,6.0,MARUTI,0,1,4,5
70000,19.1,1197.0,85.8,9.0,MARUTI,0,1,4,5
55000,20.85,1197.0,83.14,9.0,MARUTI,0,1,4,5
25286,13.0,1591.0,121.3,7.0,HYUNDAI,0,0,4,5
137000,10.8,2354.0,152.0,13.0,HONDA,0,1,4,5
186000,15.1,2179.0,140.0,8.0,MAHINDRA,1,1,1,7
120000,17.0,1405.0,70.0,15.0,TATA,1,1,1,5
60000,19.16,2494.0,157.7,8.0,TOYOTA,1,0,2,5
58000,15.26,2143.0,203.2,8.0,MERCEDES-BENZ,0,0,1,5
2925,20.3,1086.0,68.07,5.0,HYUNDAI,0,1,4,5
29000,25.4,624.0,37.5,9.0,TATA,0,1,4,2
13000,17.0,1956.0,138.1,4.0,TATA,0,1,1,5
70000,17.8,1248.0,5.0,12.0,MARUTI,1,1,1,5
213141,12.8,2494.0,102.0,12.0,TOYOTA,0,1,1,7
16000,15.9,1496.0,120.69,5.0,FORD,0,1,4,5
8500,18.5,1197.0,80.0,7.0,HYUNDAI,0,1,4,5
60000,19.67,1582.0,126.2,7.0,HYUNDAI,1,1,1,5
35000,26.0,1498.0,98.6,6.0,HONDA,1,1,1,5
38000,16.47,1198.0,74.0,8.0,VOLKSWAGEN,0,1,4,5
10000,21.1,814.0,55.2,6.0,HYUNDAI,1,1,4,5
73000,18.0,1198.0,86.7,8.0,HONDA,0,1,4,5
28500,18.9,1197.0,82.0,7.0,HYUNDAI,0,1,4,5
114252,22.54,1396.0,88.73,5.0,HYUNDAI,1,1,1,5
26844,25.17,799.0,53.3,7.0,RENAULT,0,1,4,5
60000,21.72,1498.0,108.6,5.0,SKODA,0,0,1,5
29000,17.4,1197.0,81.86,5.0,HYUNDAI,0,0,4,5
90000,11.5,2993.0,235.0,13.0,BMW,0,0,1,5
58000,23.0,1248.0,88.7,8.0,TATA,0,1,1,5
112755,22.9,1248.0,74.0,11.0,MARUTI,0,1,1,5
43932,20.51,998.0,67.04,9.0,MARUTI,0,1,4,5
100000,18.5,1197.0,85.8,9.0,MARUTI,1,1,4,5
56000,13.68,2393.0,147.8,7.0,TOYOTA,0,1,1,7
29000,17.4,1497.0,117.6,5.0,HONDA,0,1,4,5
38465,24.0,1186.0,73.97,6.0,HYUNDAI,1,1,1,5
25000,19.49,1198.0,67.04,5.0,NISSAN,1,1,4,5
25000,17.8,1496.0,105.5,5.0,TOYOTA,1,0,4,5
90000,15.96,2523.0,62.1,8.0,MAHINDRA,1,1,1,7
56458,18.5,1197.0,85.8,8.0,MARUTI,0,1,4,5
57468,17.97,1498.0,99.6,8.0,NISSAN,0,0,4,5
14500,18.27,998.0,118.35,4.0,HYUNDAI,0,1,4,5
65000,13.68,2393.0,147.8,6.0,TOYOTA,0,1,1,7
70000,18.48,17.0,5.0,12.0,BMW,0,0,1,5
37000,15.4,1997.0,120.0,6.0,MAHINDRA,0,1,1,7
96000,20.36,1197.0,78.9,9.0,HYUNDAI,0,1,4,5
36044,26.6,998.0,58.16,7.0,MARUTI,0,1,4,5
10000,15.1,2179.0,152.87,4.0,MAHINDRA,1,1,1,7
72000,13.0,2982.0,168.5,10.0,TOYOTA,0,1,1,7
13572,21.66,1498.0,108.62,7.0,VOLKSWAGEN,0,1,1,5
5000,25.32,1198.0,77.0,4.0,MAHINDRA,1,1,1,7
28000,23.0,1498.0,98.96,5.0,FORD,0,1,1,5
78000,22.9,1248.0,74.0,11.0,MARUTI,0,1,1,5
77000,21.5,1248.0,88.8,12.0,MARUTI,1,1,1,5
79825,17.01,1582.0,126.2,8.0,HYUNDAI,0,0,1,5
70000,22.77,1498.0,98.59,8.0,FORD,1,1,1,5
35000,19.3,1968.0,141.0,9.0,SKODA,0,0,1,5
120000,17.43,1396.0,105.5,10.0,HYUNDAI,1,1,4,5
81000,22.8,1373.0,80.9,8.0,MARUTI,0,1,4,7
60000,22.54,1396.0,88.73,6.0,HYUNDAI,1,1,1,5
5000,17.57,1193.0,88.7,5.0,TATA,0,1,4,5
70000,23.59,1364.0,67.04,5.0,TOYOTA,1,1,1,5
95000,16.96,1968.0,138.1,11.0,VOLKSWAGEN,0,0,1,5
